[18:41:33] 🐋 WHALE SELL: 63.15 ETH @ $2063.39
[18:41:33] 🐋 WHALE BUY: 53.48 ETH @ $2063.29
[18:41:44] 🐋 WHALE BUY: 75.81 ETH @ $2063.96
[18:41:49] 🐋 WHALE BUY: 55.97 ETH @ $2064.03
[18:41:54] 🐋 WHALE BUY: 89.72 ETH @ $2064.04
[18:42:00] 🐋 WHALE SELL: 58.05 ETH @ $2064.15
[18:42:00] 🐋 WHALE SELL: 108.38 ETH @ $2064.0
[18:42:16] 🐋 WHALE BUY: 51.67 ETH @ $2064.16
[18:42:37] 🐋 WHALE BUY: 69.37 ETH @ $2063.54
[18:42:42] 🐋 WHALE BUY: 96.21 ETH @ $2063.43
[18:42:58] 🐋 WHALE BUY: 365.78 ETH @ $2062.13
[18:43:03] 🐋 WHALE SELL: 56.56 ETH @ $2062.86
[18:43:03] 🐋 WHALE SELL: 58.60 ETH @ $2062.89
[18:43:41] 🐋 WHALE BUY: 50.08 ETH @ $2063.93
[18:43:46] 🐋 WHALE BUY: 58.69 ETH @ $2063.71
[18:44:18] 🐋 WHALE BUY: 59.34 ETH @ $2064.42
[18:44:55] 🐋 WHALE SELL: 50.35 ETH @ $2063.84
[18:46:21] 🐋 WHALE BUY: 69.28 ETH @ $2065.0
[18:46:37] 🐋 WHALE BUY: 108.20 ETH @ $2065.67
[18:46:43] 🐋 WHALE SELL: 100.00 ETH @ $2065.79
[18:46:58] 🐋 WHALE SELL: 98.24 ETH @ $2065.67
[18:47:04] 🐋 WHALE SELL: 51.94 ETH @ $2065.73
[18:47:25] 🐋 WHALE SELL: 65.44 ETH @ $2065.28
[18:47:47] 🐋 WHALE BUY: 193.17 ETH @ $2065.41
[18:48:29] 🐋 WHALE SELL: 53.60 ETH @ $2066.55
[18:48:56] 🐋 WHALE BUY: 128.37 ETH @ $2066.0
[18:49:49] 🐋 WHALE SELL: 84.49 ETH @ $2064.1
[18:50:00] 🐋 WHALE BUY: 111.45 ETH @ $2062.46
[18:50:53] 🐋 WHALE SELL: 339.21 ETH @ $2062.7
[18:50:53] 🐋 WHALE SELL: 67.89 ETH @ $2062.7
[18:51:14] 🐋 WHALE SELL: 300.90 ETH @ $2062.89
[18:52:18] 🐋 WHALE BUY: 66.60 ETH @ $2064.01
[18:52:50] 🐋 WHALE SELL: 400.56 ETH @ $2063.0
[18:53:54] 🐋 WHALE BUY: 100.20 ETH @ $2061.72
[18:53:54] 🐋 WHALE SELL: 108.52 ETH @ $2061.71
[18:54:06] 🐋 WHALE BUY: 57.83 ETH @ $2061.35
[18:54:27] 🐋 WHALE SELL: 193.32 ETH @ $2061.52
[18:54:38] 🐋 WHALE SELL: 87.59 ETH @ $2061.29
[18:54:43] 🐋 WHALE BUY: 144.37 ETH @ $2061.01
[18:55:21] 🐋 WHALE SELL: 303.26 ETH @ $2059.24
[18:55:36] 🐋 WHALE SELL: 102.27 ETH @ $2057.93
[18:55:42] 🐋 WHALE BUY: 65.28 ETH @ $2058.35
[18:55:42] 🐋 WHALE BUY: 53.61 ETH @ $2058.67
[18:55:58] 🐋 WHALE SELL: 56.57 ETH @ $2058.6
[18:56:25] 🐋 WHALE BUY: 177.75 ETH @ $2059.0
[18:56:30] 🐋 WHALE BUY: 64.03 ETH @ $2059.71
[18:56:35] 🐋 WHALE SELL: 149.05 ETH @ $2059.88
[18:56:41] 🐋 WHALE SELL: 109.93 ETH @ $2059.98
[18:57:08] 🐋 WHALE SELL: 111.98 ETH @ $2059.6
[18:57:13] 🐋 WHALE BUY: 95.81 ETH @ $2059.47
[18:57:29] 🐋 WHALE BUY: 144.83 ETH @ $2059.81
[18:57:35] 🐋 WHALE BUY: 132.80 ETH @ $2059.87
[18:57:35] 🐋 WHALE BUY: 167.31 ETH @ $2060.0
[18:57:35] 🐋 WHALE BUY: 52.12 ETH @ $2060.0
[18:57:56] 🐋 WHALE BUY: 87.37 ETH @ $2059.71
[18:58:06] 🐋 WHALE SELL: 72.68 ETH @ $2060.88
[18:59:49] 🐋 WHALE BUY: 100.21 ETH @ $2064.45
[18:59:54] 🐋 WHALE BUY: 123.03 ETH @ $2065.0
[19:00:31] 🐋 WHALE SELL: 209.00 ETH @ $2067.8
[19:00:31] 🐋 WHALE BUY: 54.37 ETH @ $2067.61
[19:00:58] 🐋 WHALE SELL: 66.35 ETH @ $2068.11
[19:01:09] 🐋 WHALE SELL: 57.66 ETH @ $2069.18
[19:01:14] 🐋 WHALE SELL: 51.39 ETH @ $2070.77
[19:01:25] 🐋 WHALE BUY: 58.18 ETH @ $2068.73
[19:01:41] 🐋 WHALE SELL: 56.62 ETH @ $2069.05
